OBJECTID,Moose density 2016,Moose density 2017,Elk density 2016,Elk density 2017,Moose catchability 2016,Moose catchability+density 2016,Moose catchability 2017,Moose catchability+density 2017,Elk catchability 2016,Elk catchability+density 2016,Elk catchability 2017,Elk catchability+density 2017
226,8.3333302,10.4167004,6.25,0,0.0147575,0.0179948,0.0043719,0.0064166,0.001595,0,0.001453,0.0025515
227,0,6.25,0,0,0.0141269,0.0336231,0.0040242,0.0055742,0.0026003,0.0032663,0.0016452,0.0031129
228,10.4167004,8.3333302,0,0,0.0148994,0.0198276,0.0036951,0.0047467,0.0018828,0.0024963,0.0013852,0.0025061
229,0,6.25,0,0,0.0160117,0.0334256,0.0038059,0.0048921,0.0021587,0.0032971,0.0017513,0.0034399
230,0,0,0,0,0.0180214,0.0170196,0.0058158,0.0146083,0.006903,0.0197553,0.0087944,0.0255228
231,2.0833299,0,0,0,0.0207999,0.025067,0.0042079,0.0045858,0.0023061,0.0021626,0.0025925,0.004811
232,0,4.1666698,0,0,0.0147018,0.011299,0.0077567,0.0098922,0.0060532,0.0084102,0.0074913,0.0120097
233,0,0,0,0,0.0113838,0.014567,0.0108971,0.0036603,0.0070657,0.0056306,0.0069724,0.0043538
234,0,0,0,0,0.0077021,0.0056143,0.013967,0.0066707,0.012213,0.0122017,0.0106936,0.0060558
235,4.1666698,4.1666698,0,0,0.0109615,0.0104483,0.0097742,0.0040232,0.0049094,0.0026769,0.0041705,0.0022758
236,0,0,0,0,0.0140593,0.0228293,0.0078111,0.002714,0.0047203,0.0026756,0.0037871,0.0023837
237,0,0,0,0,0.0126419,0.018746,0.0077087,0.0033152,0.0041178,0.0027677,0.0032942,0.0020651
238,0,0,0,0,0.0128984,0.0184271,0.0071727,0.0036223,0.0032852,0.0024435,0.0027828,0.001784
239,0,0,0,0,0.0253393,0.0142514,0.0176358,0.0016009,0.0068874,0.0005903,0.0134707,0.0031534
240,0,0,0,0,0.0138297,0.0142992,0.0098964,0.0038095,0.0052323,0.0021662,0.0046947,0.0019846
241,0,0,0,0,0.0161316,0.0189805,0.0097615,0.0035082,0.0059977,0.0026306,0.0053708,0.0022725
242,0,0,0,0,0.010345,0.006288,0.0135593,0.010296,0.0188686,0.0113825,0.0132883,0.0049754
243,0,0,2.0833299,0,0.0097941,0.0090174,0.0136108,0.0105094,0.0199528,0,0.0123082,0.0047993
244,0,0,0,0,0.0193701,0.0391125,0.00962,0.0034591,0.0049948,0.0018516,0.0035915,0.0010067
245,0,0,0,0,0.0293664,0.0232873,0.0132252,0.0026417,0.0073807,0.0014161,0.0073591,0.0012205
246,0,0,0,0,0.0362323,0.0027837,0.0099859,0.0023325,0.0047782,0.0017013,0.0051304,0.0007133
247,0,0,0,0,0.0387505,0.0577911,0.0214956,0.0058656,0.0068536,0.0010817,0.0084109,0.0004706
248,0,0,0,0,0.0178695,0.0336587,0.0127795,0.0059706,0.0045542,0.0028652,0.0040143,0.0008858
249,0,0,0,0,0.0184028,0.0298069,0.0087918,0.0072906,0.0044429,0.0028816,0.0029798,0.0010788
250,0,0,0,0,0.0128802,0.0430849,0.0066245,0.0040629,0.0048984,0.0038131,0.0019061,0.0009
251,0,0,0,0,0.0157787,0.0313126,0.0064311,0.0051133,0.0024845,0.0026484,0.00175,0.0010361
252,2.0833299,0,0,0,0.0113825,0.016409,0.0076906,0.006531,0.0040127,0.0042377,0.0024602,0.0013498
253,0,0,0,0,0.0098498,0.0163788,0.0078667,0.0053984,0.0038558,0.0036587,0.002572,0.0013777
254,0,0,0,0,0.0100837,0.0229527,0.0073933,0.003676,0.0040302,0.0036713,0.002339,0.0013258
255,0,0,0,0,0.0090902,0.0117873,0.0092781,0.0046025,0.0051574,0.004961,0.0038824,0.0022082
256,4.1666698,4.1666698,0,0,0.0079783,0.0049788,0.0160512,0.0078982,0.0113463,0.0131111,0.0116772,0.0056617
257,0,0,0,0,0.0108584,0.0138218,0.0114497,0.003231,0.002928,0.0020734,0.0035848,0.00176
258,0,0,0,0,0.0092312,0.0045468,0.0181968,0.0162987,0.0144919,0.0310247,0.0119025,0.0073575
259,0,0,0,0,0.0132399,0.0089241,0.013626,0.0168919,0.0112466,0.0203172,0.0053879,0.0039364
260,0,0,0,0,0.0129365,0.0202706,0.0093918,0.005082,0.0019409,0.0034054,0.0018786,0.0017092
261,0,0,6.25,0,0.0263311,0.0256317,0.0091408,0.0124691,0.0035383,0,0.0035057,0.0047847
262,2.0833299,0,0,0,0.0221708,0.0340042,0.0078754,0.004115,0.0014189,0.0019321,0.0020206,0.0025848
263,2.0833299,2.0833299,0,0,0.0204839,0.0122125,0.0114017,0.0049788,0.0051355,0.0033693,0.0073794,0.0061666
264,4.1666698,4.1666698,0,0,0.0093684,0.0091431,0.0076011,0.0031242,0.003067,0.0004535,0.0016561,0.0008681
265,2.0833299,2.0833299,0,0,0.0145386,0.0129475,0.0052451,0.0041484,0.0030809,0.0025109,0.0028375,0.003927
266,0,0,0,0,0.0183672,0.0208133,0.0052919,0.0078012,0.0041969,0.0056173,0.0029623,0.005112
267,4.1666698,2.0833299,0,0,0.0201968,0.0276979,0.0050203,0.0053145,0.0014617,0.0021343,0.0017603,0.0034446
268,6.25,0,0,6.25,0.0221416,0.0320306,0.0052153,0.0028136,0.0004471,0.0006967,0.0009535,0
269,0,0,0,0,0.0150774,0.0228048,0.0045428,0.0047593,0.002579,0.0028524,0.0021991,0.0037224
270,0,0,6.25,0,0.0158727,0.031943,0.0039192,0.0033727,0.0022189,0,0.0016981,0.0029221
271,4.1666698,8.3333302,0,0,0.017586,0.0261472,0.0037965,0.0050472,0.001749,0.0024252,0.0016711,0.0031213
272,0,0,0,0,0.0175593,0.0394033,0.0044176,0.0037191,0.0033877,0.0042547,0.002497,0.0046888
273,6.25,8.3333302,0,0,0.0211499,0.0234861,0.0058289,0.0050814,0.0056707,0.0038584,0.0051247,0.0075969
274,0,0,12.5,12.5,0.028008,0.0465564,0.005089,0.0041082,0.0020901,0,0.0029876,0
275,0,4.1666698,0,0,0.0102626,0.0162098,0.0079572,0.0055792,0.0047202,0.0056619,0.0038275,0.0031294
276,0,0,0,0,0.0125541,0.0248838,0.0063895,0.0033717,0.0032388,0.0033856,0.0025153,0.0020021
277,0,0,0,0,0.012387,0.0172448,0.0072693,0.0041901,0.0024939,0.0026996,0.0025407,0.0023033
278,0,0,0,0,0.012814,0.0195212,0.0065754,0.0038422,0.0030522,0.0032325,0.0025481,0.0019819
279,0,0,0,0,0.0102703,0.0143957,0.0080291,0.0032302,0.0018772,0.0010765,0.0016288,0.0007938
280,2.0833299,0,0,0,0.0116974,0.0147309,0.0067677,0.0042569,0.0036694,0.0029434,0.0024221,0.0017597
281,0,0,0,0,0.0135743,0.0184836,0.0069241,0.0037065,0.0035235,0.0021738,0.0027191,0.0015827
282,0,2.0833299,0,0,0.0172784,0.0272328,0.0066851,0.0029362,0.0023741,0.0013914,0.0022678,0.001307
283,0,0,0,0,0.0148643,0.0230684,0.0075829,0.0034772,0.0038993,0.0028162,0.0030972,0.0016513
284,0,0,0,0,0.0159115,0.0266248,0.0071815,0.0038503,0.0030656,0.0020575,0.00251,0.0011783
285,0,2.0833299,0,0,0.0151515,0.0240614,0.008236,0.0053736,0.0036418,0.0027548,0.0028661,0.0011908
286,0,4.1666698,0,0,0.0104857,0.0127346,0.0106201,0.0083076,0.00528,0.0008912,0.0020654,0.0004047
287,0,0,0,0,0.0227724,0.0512728,0.0134901,0.0036069,0.0061199,0.0017053,0.0046549,0.0006412
288,0,0,0,0,0.034599,0.0169053,0.148044,0.0233982,0.0875459,0.0047516,0.0774012,0.0001764
289,0,0,0,0,0.0202164,0.0131923,0.0166514,0.0151587,0.0034426,0.0088982,0.0040057,0.0018461
290,0,0,0,0,0.0133989,0.0260265,0.0153122,0.0063038,0.0123806,0.002439,0.0122834,0.0009775
291,4.1666698,4.1666698,0,0,0.0170843,0.0219209,0.0087414,0.0088162,0.0048106,0.0031449,0.0026473,0.0009999
292,0,0,0,0,0.0084903,0.007236,0.0107161,0.0171042,0.0175455,0.0206665,0.0083087,0.0041033
293,0,0,0,0,0.0128521,0.0257776,0.0061036,0.0053296,0.0031675,0.0027382,0.001698,0.0010442
294,0,0,0,0,0.011386,0.0239623,0.0064083,0.0044565,0.0029108,0.0024765,0.0017114,0.0010343
295,0,0,0,0,0.00933,0.0258199,0.0070458,0.0034548,0.0040563,0.0057599,0.0018609,0.0010428
296,0,0,0,0,0.009784,0.0184818,0.0074815,0.0041326,0.0042205,0.0045993,0.002432,0.0015634
297,4.1666698,4.1666698,0,0,0.0076846,0.008123,0.0086036,0.0040214,0.0024274,0.0006917,0.0012048,0.0004276
298,0,0,0,0,0.0147322,0.0167015,0.0101789,0.0023645,0.0031551,0.0012195,0.0038927,0.0016567
299,6.25,6.25,0,0,0.0110663,0.0139447,0.0106439,0.0023003,0.000847,0.0006153,0.0014801,0.0005704
300,0,0,0,0,0.0069524,0.0058826,0.0119998,0.0102002,0.0100593,0.0175551,0.0071846,0.0055318
301,4.1666698,4.1666698,0,0,0.0112302,0.0128579,0.0086802,0.00535,0.0018505,0.0023019,0.0016009,0.0011205
302,0,0,0,0,0.0120026,0.0234734,0.0070574,0.0061195,0.0049352,0.0087394,0.002545,0.0028155
303,4.1666698,4.1666698,0,0,0.0108814,0.0116981,0.0097324,0.0128387,0.0101521,0.0233975,0.0034786,0.0035852
304,2.0833299,2.0833299,2.0833299,0,0.0146166,0.0138459,0.0082696,0.0115453,0.0093328,0,0.0043149,0.0048365
305,0,0,0,0,0.0235956,0.0126961,0.0101434,0.012063,0.0085949,0.011716,0.0057185,0.0064267
306,0,0,4.1666698,4.1666698,0.0158115,0.0147929,0.0078837,0.00323,0.0032018,0,0.0043575,0
307,4.1666698,8.3333302,12.5,0,0.0182019,0.0165583,0.0054142,0.0058941,0.0034264,0,0.0035215,0.004944
308,0,0,0,0,0.0123555,0.0100088,0.0068086,0.0140085,0.0102913,0.0155995,0.0084479,0.0150658
309,0,0,0,0,0.0171927,0.030193,0.0046846,0.0037829,0.0028698,0.0028846,0.0024066,0.003712
310,0,0,0,0,0.0199226,0.0230301,0.0058952,0.0043674,0.0023456,0.0016429,0.0032287,0.0042509
311,0,0,0,0,0.0466271,0.0421456,0.0037487,0.0036898,0.0014818,0.0006088,0.0024113,0.0023627
312,6.25,6.25,8.3333302,8.3333302,0.0196612,0.0236319,0.0042427,0.0047441,0.0026884,0,0.0025391,0
313,0,0,0,0,0.013668,0.0325752,0.004411,0.0036087,0.0045875,0.0035349,0.0021995,0.0034492
314,4.1666698,4.1666698,6.25,6.25,0.0137193,0.028605,0.0063742,0.0069288,0.0158995,0,0.010549,0
315,4.1666698,8.3333302,0,0,0.0439889,0.0150323,0.0097975,0.0037947,0.0066183,0.0014338,0.0178954,0.017149
316,14.5832996,0,4.1666698,4.1666698,0.0189752,0.012807,0.0042734,0.0040457,0.0027517,0,0.002505,0
317,0,0,0,0,0.0088131,0.0140707,0.0083228,0.0047079,0.0028769,0.0030163,0.0023262,0.0015778
318,0,0,0,0,0.0125006,0.0212091,0.0065215,0.004701,0.0027924,0.0037802,0.0026019,0.0024167
319,4.1666698,4.1666698,0,0,0.0114598,0.015379,0.0072303,0.0046594,0.001975,0.0024596,0.0018938,0.0014794
320,0,0,0,0,0.0088429,0.0145077,0.0063701,0.0034817,0.001864,0.0004324,0.0008239,0.0003649
321,0,0,0,0,0.01202,0.0172612,0.0070983,0.0041735,0.0024476,0.003152,0.0022279,0.0016975
322,0,0,6.25,6.25,0.0126229,0.0153946,0.0067977,0.0060341,0.0046326,0,0.0027565,0
323,0,0,0,0,0.0168704,0.0257658,0.0056663,0.0036647,0.0020102,0.0018307,0.0019425,0.001437
324,2.0833299,2.0833299,0,0,0.0086484,0.0217402,0.0079856,0.0033716,0.007165,0.0076667,0.0024755,0.0012967
325,2.0833299,2.0833299,0,0,0.0128841,0.025018,0.0065927,0.0036236,0.0035957,0.0026937,0.0019831,0.0010283
326,0,0,0,0,0.0125621,0.01987,0.0094109,0.0029619,0.0011594,0.0010662,0.0013108,0.0004775
327,2.0833299,0,0,0,0.0114008,0.0151906,0.0094309,0.0055294,0.0041788,0.0025782,0.002593,0.0008233
328,2.0833299,2.0833299,0,0,0.0132105,0.0158601,0.0115993,0.0059903,0.0036752,0.0014198,0.0027387,0.0005705
329,0,0,0,0,0.0174413,0.0279106,0.0175726,0.0048184,0.0055887,0.0020648,0.0051244,0.000629
330,0,0,0,0,0.0770157,0.142894,0.319809,0.0037659,0.0109613,0.0001296,0.0373857,0.0000225
331,0,0,0,0,0.018651,0.0094332,0.0150972,0.002601,0.0022358,0.0010042,0.0026141,0.0003262
332,0,0,0,0,0.0142082,0.0254525,0.010987,0.005078,0.003875,0.0034536,0.0031961,0.0009445
333,4.1666698,0,0,0,0.0186428,0.0288452,0.0066606,0.0042951,0.0019641,0.0015006,0.0017937,0.0008203
334,4.1666698,4.1666698,0,0,0.0137339,0.0222409,0.0067766,0.0061777,0.0035225,0.0031226,0.0019072,0.0009756
335,0,0,0,0,0.0138163,0.0247882,0.0061121,0.0053418,0.0027392,0.0028926,0.0017237,0.0011064
336,0,0,0,0,0.0100763,0.0156858,0.0069231,0.0060313,0.0037078,0.0034638,0.0021213,0.0012767
337,0,2.0833299,2.0833299,0,0.0100858,0.0199038,0.006971,0.0036768,0.0016359,0,0.0010674,0.0005528
338,0,0,0,0,0.0103371,0.0098082,0.0070022,0.0052971,0.0035314,0.0037973,0.0024239,0.0017541
339,2.0833299,2.0833299,0,0,0.0069667,0.0045761,0.0107309,0.0111912,0.013133,0.0130989,0.0077091,0.0046014
340,0,2.0833299,0,0,0.0150013,0.0207669,0.0072409,0.0032821,0.0032095,0.0018523,0.0031481,0.0020597
341,2.0833299,2.0833299,0,0,0.0085148,0.0049651,0.0125979,0.0086586,0.0115228,0.0130548,0.011007,0.0070605
342,4.1666698,8.3333302,0,0,0.0063016,0.0050639,0.0107731,0.0121179,0.0129817,0.020287,0.0074154,0.0055401
343,0,0,0,0,0.0099007,0.0220656,0.0072895,0.001971,0.0006543,0.0007053,0.0007102,0.0004948
344,0,0,0,0,0.0073536,0.0087686,0.0091666,0.0075334,0.0046376,0.0144649,0.0041317,0.0045854
345,0,0,0,0,0.0089881,0.0099665,0.0079336,0.0109857,0.0077081,0.0193072,0.0061391,0.0087891
346,2.0833299,2.0833299,0,0,0.0103201,0.0064415,0.0090944,0.0190355,0.0113234,0.0218843,0.0077011,0.0103296
347,0,0,0,0,0.0145738,0.0038946,0.0153035,0.0315123,0.0189413,0.073804,0.0157171,0.0195053
348,0,0,4.1666698,4.1666698,0.0246884,0.0173673,0.009119,0.0057442,0.0079548,0,0.007477,0
349,0,0,0,0,0.0321219,0.0080158,0.0192301,0.0055394,0.0139628,0.0051416,0.0480613,0.0377104
350,0,0,0,0,0.0269919,0.0542107,0.0050875,0.002805,0.000523,0.0005411,0.001104,0.0019418
351,0,0,0,0,0.0158578,0.0182067,0.0056106,0.0052875,0.0042213,0.0031824,0.0037915,0.0053042
352,4.1666698,4.1666698,0,16.6667004,0.0239889,0.0190449,0.0060048,0.0053549,0.0037231,0.0027051,0.0035641,0
353,0,0,0,0,0.0254215,0.0280489,0.0055102,0.0029824,0.0036042,0.0014153,0.0043933,0.0053339
354,8.3333302,8.3333302,6.25,0,0.0246429,0.0186192,0.0052275,0.004482,0.0032793,0,0.0040111,0.0053264
355,0,2.0833299,0,4.1666698,0.0201419,0.0129179,0.0069931,0.0083262,0.0047482,0.0061357,0.004657,0
356,0,0,0,0,0.0156699,0.0106283,0.0074766,0.0092884,0.0060143,0.0050271,0.0067323,0.0093377
357,2.0833299,0,4.1666698,4.1666698,0.0228106,0.0145462,0.0066892,0.0132241,0.0106837,0,0.0135734,0
358,8.3333302,8.3333302,0,0,0.018086,0.0233397,0.0043273,0.0052139,0.0027383,0.0031362,0.0021268,0.0035878
359,0,0,0,0,0.0144475,0.0244698,0.0062195,0.0048828,0.0024733,0.0026912,0.0026363,0.002468
360,0,4.1666698,0,0,0.0130156,0.0293428,0.0060532,0.0054076,0.0042631,0.0039153,0.0026854,0.0024325
361,0,0,0,0,0.0161876,0.0266111,0.00591,0.0046586,0.0032978,0.0025804,0.0028335,0.0025484
362,0,0,0,0,0.009798,0.0218484,0.0079835,0.003349,0.0048069,0.0040857,0.002393,0.0015027
363,0,0,0,0,0.0146329,0.0284836,0.005999,0.0035396,0.003952,0.0030222,0.0024815,0.0018791
364,8.3333302,2.0833299,0,0,0.0178044,0.018782,0.0056434,0.0037343,0.0025287,0.0017436,0.0021291,0.0015659
365,0,0,0,0,0.0128064,0.0341856,0.0060139,0.0028996,0.0045695,0.0033123,0.0019499,0.0011878
366,0,2.0833299,0,0,0.0136548,0.0239989,0.0069868,0.0034439,0.0017354,0.0014573,0.0014377,0.000741
367,4.1666698,4.1666698,0,2.0833299,0.0076725,0.0061518,0.0112592,0.0105666,0.0091168,0.0133935,0.0053027,0
368,0,0,0,0,0.0089211,0.0138853,0.0076318,0.0045847,0.0031218,0.000574,0.0010698,0.0002551
369,0,0,0,0,0.0129325,0.0232341,0.0091331,0.0045998,0.0041537,0.0027412,0.0025655,0.0007982
370,0,4.1666698,0,0,0.0194048,0.0352881,0.0096592,0.0049636,0.0034234,0.0014587,0.0028219,0.0006529
371,0,0,0,0,0.025483,0.0352467,0.0247024,0.0029992,0.0047863,0.0008591,0.0064813,0.00044
372,0,6.25,0,0,0.0167816,0.0195038,0.0405933,0.0097488,0.0131695,0.0062714,0.0158601,0.0008207
373,0,0,0,0,0.0215688,0.0067083,0.0133835,0.0028397,0.0025251,0.0015561,0.0037355,0.0006299
374,0,0,0,0,0.0149812,0.0250326,0.009642,0.0052157,0.0047946,0.0037762,0.0035175,0.0011401
375,0,0,0,0,0.0144565,0.0390446,0.007284,0.0040116,0.0041789,0.0034362,0.0020319,0.0008907
376,0,2.0833299,0,0,0.0143301,0.031665,0.0060778,0.0049654,0.0031333,0.0026347,0.0018573,0.0010725
377,0,0,0,0,0.0083481,0.012343,0.006748,0.0060785,0.0032443,0.0009482,0.0011613,0.0004621
378,0,0,0,0,0.0128037,0.0316762,0.0053059,0.0043813,0.0033442,0.0037429,0.0017413,0.0014105
379,0,0,0,0,0.0115713,0.0197452,0.0066622,0.0035934,0.0013205,0.0010714,0.0011014,0.0006727
380,0,0,0,0,0.01222,0.0201259,0.0063526,0.0040491,0.0024989,0.0023067,0.0019061,0.0014067
381,2.0833299,4.1666698,0,0,0.0101035,0.0091848,0.0067746,0.0050869,0.0036251,0.0027608,0.0026759,0.0019495
382,0,0,0,0,0.0106936,0.0226439,0.0082073,0.00237,0.0079208,0.0038511,0.0036305,0.0020373
383,0,0,0,0,0.0128433,0.0185948,0.0089611,0.0015933,0.000804,0.0004314,0.0011708,0.000584
384,4.1666698,4.1666698,0,0,0.007339,0.0138384,0.0077195,0.0040913,0.0070997,0.0071135,0.002723,0.0019858
385,0,0,0,0,0.0130243,0.0231515,0.0051227,0.0040322,0.0024962,0.0027836,0.002,0.0022565
386,0,0,0,0,0.0115393,0.0213316,0.0052758,0.0051025,0.0032952,0.0056885,0.0024148,0.0033037
387,4.1666698,4.1666698,0,0,0.0116005,0.0219639,0.0046516,0.0058347,0.0035484,0.0040495,0.0018891,0.002647
388,0,0,0,0,0.0181482,0.0488303,0.0050755,0.0019581,0.0002946,0.0003303,0.0004969,0.0006423
389,0,0,0,0,0.0160232,0.0219221,0.0055664,0.0053343,0.0028789,0.0040112,0.0029069,0.0045836
390,2.0833299,2.0833299,0,0,0.0198186,0.0214994,0.0062371,0.0045723,0.004061,0.003688,0.0035845,0.0045691
391,0,0,0,0,0.0363495,0.0112139,0.013298,0.0190396,0.0147504,0.0184368,0.0104683,0.0114242
392,0,0,0,0,0.0245039,0.0359592,0.0062514,0.0033948,0.0007522,0.0008195,0.0013335,0.0019178
393,6.25,6.25,0,16.6667004,0.0181667,0.0192223,0.0046116,0.0059025,0.0028596,0.0025555,0.0025978,0
394,16.6667004,10.4167004,0,0,0.0172132,0.0127252,0.004851,0.0049303,0.0039475,0.0024262,0.0027624,0.0035424
395,0,0,0,0,0.0165115,0.0329488,0.0044009,0.0027312,0.0027647,0.0023991,0.0019739,0.0027128
396,2.0833299,4.1666698,0,0,0.022323,0.0271082,0.0045523,0.0045066,0.002876,0.0022381,0.0030598,0.0047311
397,0,0,0,4.1666698,0.027222,0.030299,0.0062204,0.0037319,0.002594,0.0014721,0.0040066,0
398,0,0,0,0,0.0157147,0.0130817,0.0082272,0.0069627,0.0065136,0.0065358,0.007107,0.0093193
399,2.0833299,4.1666698,0,0,0.0201147,0.0254322,0.0042838,0.0049203,0.0028028,0.0022416,0.002494,0.003818
400,6.25,6.25,0,0,0.0148795,0.0159853,0.0049378,0.0058591,0.0029311,0.0043166,0.0024234,0.0037288
401,0,0,0,0,0.011055,0.0336367,0.0071824,0.0038182,0.0073698,0.0048818,0.0033867,0.0025067
402,0,0,0,0,0.0128468,0.0228878,0.0070867,0.0038607,0.0019783,0.00031,0.0012271,0.0005416
403,2.0833299,0,0,0,0.0196964,0.0262105,0.0084905,0.0031392,0.0024968,0.0014861,0.0034296,0.0020311
404,0,0,0,0,0.01253,0.0086748,0.0137233,0.0075861,0.0196575,0.0125741,0.0171123,0.0084301
405,0,0,0,0,0.0175318,0.0229706,0.0094014,0.0027553,0.0036324,0.0030639,0.003883,0.0019066
406,0,2.0833299,0,0,0.0202614,0.0228973,0.0087128,0.0034819,0.0065777,0.0016782,0.0052306,0.0022776
407,0,0,0,0,0.0164269,0.0217198,0.0073592,0.0040675,0.0042625,0.0020985,0.0034499,0.0016673
408,4.1666698,4.1666698,0,0,0.0144,0.0201868,0.0080614,0.0031732,0.0015376,0.0013623,0.0014915,0.0005903
409,4.1666698,4.1666698,0,0,0.0095013,0.0075605,0.0122904,0.0090356,0.0066484,0.0121026,0.0053417,0.0023189
410,0,0,0,0,0.0154747,0.0245149,0.0074302,0.0042024,0.002801,0.0016039,0.0020062,0.0007303
411,0,0,0,0,0.0174961,0.035117,0.0080989,0.0036137,0.0032214,0.0018037,0.0022029,0.0006661
412,0,0,0,0,0.0256439,0.0406208,0.0101322,0.003817,0.0034227,0.0013462,0.0033137,0.0006532
413,0,0,0,0,0.0257159,0.0312954,0.026288,0.0032655,0.021899,0.0013227,0.0184596,0.000357
414,4.1666698,0,0,0,0.0267014,0.0060215,0.0134818,0.0024118,0.0036868,0.0018478,0.0040946,0.0005448
415,0,0,0,0,0.0249855,0.0114521,0.0116857,0.0031895,0.0037335,0.0013638,0.0047811,0.0009892
416,0,0,0,0,0.0128521,0.0199422,0.0100829,0.0049516,0.0037694,0.0024453,0.0022751,0.0008613
417,4.1666698,0,0,0,0.0098849,0.019575,0.0081221,0.005294,0.0086606,0.003834,0.0026377,0.0012079
418,4.1666698,4.1666698,0,0,0.0016247,0.0000231,0.0054158,0.0078666,0.0043969,0.005562,0.0027778,0.002592
419,0,0,0,0,0.0003627,0.0000004,0.0036762,0.0087807,0.0069144,0.0092908,0.0032382,0.0055376
420,0,0,0,0,0.0090396,0.0189806,0.0080923,0.0064241,0.0118566,0.0032691,0.0065466,0.00167
421,0,0,0,0,0.0145958,0.0257793,0.0053769,0.0047949,0.0025956,0.0026033,0.00191,0.001739
422,0,0,0,0,0.0118962,0.0073037,0.0070179,0.0098271,0.0023147,0.015315,0.002039,0.0056258
423,2.0833299,2.0833299,0,0,0.0132339,0.0086392,0.006065,0.0044337,0.003037,0.0024581,0.002739,0.0025319
424,4.1666698,4.1666698,0,0,0.0138203,0.0162422,0.0072635,0.0036716,0.0048236,0.0031642,0.003983,0.0025124
425,0,0,0,0,0.0054872,0.0011641,0.0079078,0.0086869,0.004634,0.0115637,0.0037346,0.0077815
426,6.25,6.25,0,0,0.0125312,0.0164878,0.0055046,0.0043549,0.002979,0.0027757,0.0021306,0.0020733
427,2.0833299,2.0833299,0,0,0.0083582,0.0136395,0.0083219,0.005574,0.0108087,0.0060655,0.0092315,0.003653
428,0,0,0,0,0.0079896,0.016952,0.0080907,0.0044244,0.006431,0.0042787,0.0058322,0.0025395
429,4.1666698,10.4167004,0,0,0.0092283,0.0060973,0.0071278,0.0200514,0.0076934,0.0278314,0.0072411,0.0115654
430,2.0833299,2.0833299,0,0,0.0129406,0.0168283,0.0053763,0.0038838,0.0007967,0.000377,0.0008431,0.0005308
431,2.0833299,0,0,0,0.0142921,0.0194647,0.0052642,0.0054552,0.0026568,0.003199,0.0024433,0.0040119
432,6.25,6.25,0,0,0.0160535,0.0144241,0.0051393,0.0058181,0.0037065,0.0029876,0.0035312,0.0049151
433,10.4167004,12.5,0,0,0.0268791,0.0177383,0.0054509,0.0066539,0.0034835,0.0018813,0.0043057,0.0057874
434,0,0,0,0,0.0280998,0.0306104,0.0059174,0.0064462,0.0016765,0.0018451,0.0022178,0.0035554
435,0,0,4.1666698,0,0.0219169,0.085485,0.0043451,0.0105324,0.0011821,0,0.0013038,0.0073717
436,0,0,0,0,0.01447,0.0322224,0.0052722,0.0020934,0.0007968,0.0005993,0.0007778,0.0008671
437,0,0,0,0,0.0040594,0.0003463,0.004553,0.0067749,0.0048339,0.0060673,0.0033795,0.0060272
438,14.5832996,14.5832996,0,0,0.0211969,0.0090733,0.0060831,0.0082248,0.0037132,0.0031479,0.0037547,0.0045714
439,0,0,0,2.0833299,0.0132933,0.02115,0.0076534,0.0041285,0.0108827,0.003168,0.0103015,0
440,0,0,0,0,0.0123387,0.0212075,0.0068839,0.004029,0.0054222,0.0012535,0.0051805,0.0019639
441,4.1666698,10.4167004,0,0,0.0167094,0.0216137,0.0044937,0.0070902,0.0022453,0.0021948,0.0017016,0.0029076
442,14.5832996,12.5,0,0,0.0119745,0.0051006,0.0062172,0.0197345,0.0079094,0.0227952,0.0060866,0.0120905
443,0,0,0,0,0.0325887,0.0185716,0.0161339,0.00242,0.0075463,0.0007814,0.0203013,0.0073102
444,6.25,0,0,0,0.0107919,0.0039382,0.0111082,0.0059753,0.0371524,0.0394495,0.0167957,0.0129299
445,0,0,0,0,0.0430864,0.000422,0.003264,0.0012653,0.0054894,0.0029416,0.0047509,0.005577
446,0,0,0,0,0.0237169,0.0052448,0.0058578,0.0024595,0.0042719,0.002703,0.0042314,0.003331
447,0,4.1666698,0,0,0.0190911,0.0264671,0.0082319,0.0038047,0.0032713,0.0020201,0.0036219,0.0022307
448,0,0,0,0,0.0186084,0.0307439,0.0068117,0.0033253,0.0046854,0.002543,0.0033964,0.0020952
449,0,0,0,0,0.0176728,0.0315729,0.0074037,0.0030451,0.0057212,0.0028059,0.0035447,0.0017876
450,2.0833299,2.0833299,0,0,0.0158036,0.0350008,0.0069764,0.0031296,0.005121,0.0030279,0.0024869,0.0011412
451,0,0,0,0,0.0171343,0.032349,0.0077864,0.0034927,0.0039917,0.0027944,0.0027013,0.0010884
452,0,0,0,0,0.0181632,0.0400542,0.0075657,0.0034865,0.0036564,0.0022724,0.0022103,0.0007221
453,0,0,0,0,0.0232037,0.0483147,0.0082523,0.0029126,0.0026969,0.0011762,0.0021146,0.0005202
454,0,0,0,0,0.0249642,0.0200481,0.0109636,0.0013664,0.0102997,0.0020767,0.0040085,0.0004773
455,0,0,2.0833299,2.0833299,0.0342054,0.057765,0.0122853,0.0046349,0.0049775,0,0.003706,0
456,0,2.0833299,2.0833299,2.0833299,0.0311753,0.0101601,0.0087555,0.0023073,0.0032414,0,0.0033977,0
457,0,0,2.0833299,2.0833299,0.0186946,0.037709,0.011457,0.0028926,0.0088182,0,0.0050347,0
458,0,0,0,0,0.0132109,0.0297756,0.0089514,0.0036955,0.0050534,0.0027031,0.0025847,0.0008658
